Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2023;RMS;Gasolina;D Pedro II;PR;Eng. Vicente Montanha;PR;364;232.471
01/2023;RMS;Gasolina;D Pedro II;PR;Londrina;PR;711;448.646
01/2023;RMS;Gasolina;D Pedro II;PR;Maringa;PR;211;137.520
01/2023;RMS;Gasolina;D Pedro II;PR;Sarandi;PR;3.906;2.467.025
01/2023;RMS;Gasolina;Pátio Industrial;RS;Ijuí;RS;91;45.571
01/2023;RMS;Gasolina;Pátio Industrial;RS;Passo Fundo;RS;1.351;376.368
01/2023;RMS;Gasolina;Pátio Industrial;RS;Santa Maria;RS;2.336;716.999
01/2023;RMS;Grãos - Milho;Cascavel;PR;São Francisco do Sul;SC;9.722;8.180.760
01/2023;RMS;Grãos - Milho;Londrina;PR;D Pedro II;PR;72.163;45.535.421
01/2023;RMS;Grãos - Milho;Marialva;PR;D Pedro II;PR;71.970;44.634.778
01/2023;RMS;Grãos - Milho;Marialva;PR;São Francisco do Sul;SC;16.838;12.238.799
01/2023;RMS;Grãos - Milho;Maringa;PR;D Pedro II;PR;42.910;27.966.914
01/2023;RMS;Grãos - Milho;Maringa;PR;São Francisco do Sul;SC;219.357;166.366.365
01/2023;RMS;Grãos - Milho;Rolandia;PR;D Pedro II;PR;3.355;2.065.028
01/2023;RMS;Grãos - Trigo;Cacequi;RS;Rio Grande;RS;24.601;11.862.295
01/2023;RMS;Grãos - Trigo;Cruz Alta;RS;Rio Grande;RS;79.172;58.424.331
01/2023;RMS;Grãos - Trigo;Ijuí;RS;Rio Grande;RS;24.259;19.199.488
01/2023;RMS;Grãos - Trigo;J.De Castilhos;RS;Rio Grande;RS;2.679;1.764.483
01/2023;RMS;Grãos - Trigo;Santo Ângelo;RS;Rio Grande;RS;2.083;1.762.127
01/2023;RMS;Grãos - Trigo;Tigre;RS;Rio Grande;RS;3.639;2.030.670
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Eng. Vicente Montanha;PR;20.078;10.313.465
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Lages;SC;1.527;608.242
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Londrina;PR;10.531;5.328.894
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Ourinhos;SP;5.032;3.638.411
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Passo Fundo;RS;3.053;2.595.092
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Araucária Terminal;PR;27.037;3.379.298
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Eng. Vicente Montanha;PR;567;362.119
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Londrina;PR;1.248;787.497
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Passo Fundo;RS;393;383.175
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Sarandi;PR;3.008;1.899.849
01/2023;RMS;Óleo Diesel;Ijuí;RS;Araucária Terminal;PR;3.125;3.974.771
01/2023;RMS;Óleo Diesel;Londrina;PR;Ourinhos;SP;806;174.930
01/2023;RMS;Óleo Diesel;Passo Fundo;RS;Araucária Terminal;PR;7.684;6.531.506
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Cruz Alta;RS;1.449;648.118
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Eng. Vicente Montanha;PR;686;852.905
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Ijuí;RS;3.439;1.722.192
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Lages;SC;6.350;2.650.784
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Londrina;PR;1.406;1.737.326
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Passo Fundo;RS;9.392;2.616.477
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Santa Maria;RS;1.833;562.610
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Sarandi;PR;4.626;5.718.859
01/2023;RMS;Soja;Cruz Alta;RS;Rio Grande;RS;15.391;11.357.664
01/2023;RMS;Soja;Maringa;PR;D Pedro II;PR;2.973;1.937.676
01/2023;RMS;Soja;Tupancireta;RS;Rio Grande;RS;4.236;2.892.870
01/2023;RMS;Ureia;km 5;PR;Maringa;PR;990;640.958
01/2023;RMS;Ureia;São Francisco do Sul;SC;Maringa;PR;1.186;899.495
02/2023;EFC;Cobre;Paraupebas;PA;Ponta da Madeira Cobre;MA;27.016;23.557.952
02/2023;EFC;Ferro Gusa;Açailândia;MA;Ponta da Madeira Pêra do Píer;MA;23.454;12.329.767
02/2023;EFC;Ferro Gusa;Marabá;PA;Ponta da Madeira Pêra do Píer;MA;33.158;24.891.709
02/2023;EFC;Gasolina;Itaqui Base Combustível;MA;Açailândia;MA;6.076;3.177.748
02/2023;EFC;Gasolina;Itaqui Base Combustível;MA;Marabá;PA;7.135;5.336.980
02/2023;EFC;Manganês;Marabá;PA;Ponta da Madeira Pêra do Píer;MA;8.135;6.106.944
02/2023;EFC;Minério de Ferro;Carajás;PA;Açailândia;MA;197.730;74.741.940
02/2023;EFC;Minério de Ferro;Carajás;PA;Marabá;PA;19.451;2.976.003
02/2023;EFC;Minério de Ferro;Carajás;PA;Ponta da Madeira;MA;5.295.958;4.718.698.578
02/2023;EFC;Minério de Ferro;Marabá;PA;Ponta da Madeira;MA;58.001;42.804.738
02/2023;EFC;Minério de Ferro;Serra Leste;PA;Ponta da Madeira;MA;120.031;99.786.810
02/2023;EFC;Minério de Ferro;Serra Sul;PA;Ponta da Madeira;MA;5.051.300;4.780.479.600
02/2023;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Açailândia;MA;17.748;9.282.204
02/2023;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Marabá;PA;32.264;24.133.472
02/2023;EFPO;Cimento acondicionado;Agrária;PR;Cascavel;PR;5.480;1.318.477
02/2023;EFPO;Soja;Cascavel;PR;Agrária;PR;27.441;6.602.244
02/2023;EFVM;Antracito;Tubarão;ES;Ouro Branco;MG;7.363;4.939.659
02/2023;EFVM;Carvão Mineral;Pedro Nolasco;ES;Intendente Câmara;MG;2.988;1.301.285
02/2023;EFVM;Carvão Mineral;Tubarão;ES;Bela Vista de Minas;MG;4.910;2.572.319
02/2023;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;94.694;63.527.931
02/2023;EFVM;Celulose;Aracruz;ES;Frederico Selow;MG;42;15.564
02/2023;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;72.504;26.868.024
02/2023;EFVM;Contêiner Cheio de 20 Pés;Tubarão;ES;Nova Granja;MG;5.015;3.415.024
02/2023;EFVM;Coque;Tubarão;ES;Prudente de Morais;MG;33.293;23.988.338
02/2023;EFVM;Coque Metalúrgico;Tubarão;ES;Bela Vista de Minas;MG;22.590;11.834.765
02/2023;EFVM;Coque Metalúrgico;Tubarão;ES;Intendente Câmara;MG;100.350;43.462.686
02/2023;EFVM;Ferro Gusa;Funil;MG;Pedro Nolasco;ES;6.644;4.258.949
02/2023;EFVM;Ferro Gusa;Funil;MG;Tubarão;ES;3.568;2.278.627
02/2023;EFVM;Fosfato;Tubarão;ES;Brejo Alegre;MG;16.522;23.228.396
02/2023;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;1.540.663;899.767.214
02/2023;EFVM;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;81.661;17.712.104
02/2023;EFVM;Minério de Ferro;Capitão Eduardo;MG;Mário Carvalho;MG;13.957;2.834.303
02/2023;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.274.549;692.733.943
02/2023;EFVM;Minério de Ferro;Fazendão;MG;Tubarão;ES;841.053;499.995.914
02/2023;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;792.242;429.455.283
02/2023;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;112.487;50.274.376
02/2023;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;364.286;244.390.732
02/2023;EFVM;Minério de Ferro;Pátio 206;MG;Tubarão;ES;168.780;100.766.722
02/2023;EFVM;Minério de Ferro;Pedro Nolasco;ES;Intendente Câmara;MG;2.981;1.298.237
02/2023;EFVM;Minério de Ferro;Pedro Nolasco;ES;Tubarão;ES;3.746;101.947
02/2023;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;11.600;842.554
02/2023;EFVM;Minério de Ferro;Timbopeba;MG;Piraqueaçu;ES;14.754;7.942.181
02/2023;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;431.599;263.681.521
02/2023;EFVM;Minério de Ferro;Tubarão;ES;Intendente Câmara;MG;27.802;12.041.352
02/2023;EFVM;Minério de Ferro;Tubarão;ES;Pedro Nolasco;ES;10.565;287.525
02/2023;EFVM;Minério de Ferro;Tubarão;ES;Piraqueaçu;ES;7.711;560.080
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Capitão Eduardo;MG;18.190;3.945.369
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Carreira Comprida;MG;6.049;1.351.528
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;33.057;8.243.254
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Lafaiete Bandeira;MG;28.202;6.282.413
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;11.233;4.865.133
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Capitão Eduardo;MG;1.874;380.556
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Lafaiete Bandeira;MG;14.760;9.680.727
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Nova Granja;MG;3.121;2.125.282
02/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;7.423;4.988.106
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;3.738;1.872.812
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Capitão Eduardo;MG;9.450;1.165.703
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;6.152;887.888
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;5.713;1.166.251
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;178;25.868
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;3.617;1.913.562
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;663;349.170
02/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;5.339;3.581.804
02/2023;EFVM;Prd. Siderúrgicos - Outros;Capitão Eduardo;MG;Tubarão;ES;3.486;2.265.931
02/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Capitão Eduardo;MG;18.124;3.931.057
02/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;1.036;231.473
02/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Lafaiete Bandeira;MG;13.326;2.968.562
02/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;4.428;1.917.815
02/2023;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Capitão Eduardo;MG;226;45.893
02/2023;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;13.629;9.143.365
02/2023;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Lafaiete Bandeira;MG;5.086;1.132.982
02/2023;EFVM;Prd. Siderúrgicos - Placa;Lafaiete Bandeira;MG;Intendente Câmara;MG;1.002;223.210
02/2023;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Divinopolis;MG;3.021;2.457.952
02/2023;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Intendente Câmara;MG;25.737;11.146.976
02/2023;EFVM;Prd. Siderúrgicos - Tarugo;João Monlevade;MG;Parque Industrial;MG;1.724;250.542
02/2023;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;13.283;8.911.245
02/2023;EFVM;Prd. Siderúrgicos - Tarugo;Pedro Nolasco;ES;João Monlevade;MG;1.084;573.486
02/2023;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;20.125;2.186.259
02/2023;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;30.098;5.139.835
02/2023;EFVM;Ureia;Tubarão;ES;Brejo Alegre;MG;53.269;74.891.364
02/2023;EFVM;Ureia;Tubarão;ES;Eng. Adelmar;MG;6.833;6.603.383
02/2023;FCA;Açúcar;Guará;SP;Estação TUF;SP;61.171;39.144.112
02/2023;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;46.834;26.013.381
02/2023;FCA;Açúcar;Terminal Integrador Uberaba;MG;Estação TUF;SP;3.398;2.757.028
02/2023;FCA;Areia;Roncador Novo;GO;Brasília;DF;2.387;583.781
02/2023;FCA;Bauxita;Bauxita;MG;Alumínio;SP;16.360;4.577.446
02/2023;FCA;Bauxita;Brasília;DF;Alumínio;SP;75.661;87.334.660
02/2023;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;7.494;11.729.091
02/2023;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;68.591;31.998.249
02/2023;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;32.058;8.779.756
02/2023;FCA;Calcário Siderúrgico;Nova Granja;MG;Tubarão;ES;24.158;16.450.679
02/2023;FCA;Celulose;LD Celulose;MG;Aracruz;ES;26.963;36.322.558
02/2023;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;72.788;33.956.184
02/2023;FCA;Cloreto de Potássio;Fosfago;GO;Final Ramal das Fábricas;SP;23.549;24.067.831
02/2023;FCA;Contêiner Cheio de 20 Pés;Batista Almeida;MG;Calcario;RJ;2.878;1.373.690
02/2023;FCA;Contêiner Cheio de 20 Pés;Batista Almeida;MG;Tubarão;ES;2.313;2.258.736
02/2023;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;1.746;1.188.958
02/2023;FCA;Contêiner Cheio de 40 Pés;Replan;SP;General Curado;GO;689;670.504
02/2023;FCA;Cromita;Campo Formoso;BA;Irapui;BA;4.166;1.605.526
02/2023;FCA;Cromita;Itiuba;BA;Irapui;BA;19.521;5.894.932
02/2023;FCA;Demais Produtos;Nova Granja;MG;Tubarão;ES;5.311;3.616.589
02/2023;FCA;Demais Produtos;Replan;SP;Estação Pool;GO;2.701;2.760.913
02/2023;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;24.770;11.555.402
02/2023;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;4.010;4.106.260
02/2023;FCA;Enxofre;Estação TUF;SP;Valefertil;MG;45.842;31.858.625
02/2023;FCA;Farelo de Soja;Brejo Alegre;MG;Estação TUF;SP;10.721;10.173.209
02/2023;FCA;Farelo de Soja;General Curado;GO;Tubarão;ES;8.452;14.795.809
02/2023;FCA;Farelo de Soja;Ipameri;GO;Santos;SP;21.007;21.714.137
02/2023;FCA;Ferro Gusa;Paulo Menicucci;MG;Tubarão;ES;4.704;3.879.857
02/2023;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;19.944;14.417.812
02/2023;FCA;Ferro Gusa;Prudente de Morais;MG;Tubarão;ES;32.525;23.434.975
02/2023;FCA;Fosfato;Catalão;GO;Valefertil;MG;42.308;12.821.143
02/2023;FCA;Gasolina;Candeias;BA;Montes Claros;MG;2.683;2.872.404
02/2023;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;3.023;1.088.164
02/2023;FCA;Gasolina;Replan;SP;Brasília;DF;1.780;1.873.211
02/2023;FCA;Gasolina;Replan;SP;Estação Pool;GO;4.783;4.889.095
02/2023;FCA;LAB - Sulfonato de alquilbenzeno linear;Copec;BA;Vespasiano;MG;1.368;2.206.047
02/2023;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;10.465;10.725.337
02/2023;FCA;Minério de Ferro;Licínio de Almeida;BA;Minério Bahia;BA;89.026;51.664.280
02/2023;FCA;Minério de Ferro;Paulo Menicucci;MG;Intendente Câmara;MG;14.847;5.815.406
02/2023;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;166.976;51.656.360
02/2023;FCA;Minério de Ferro;Terminal de Patrocínio;MG;Terminal de Fosfatados;MG;220.313;42.663.832
02/2023;FCA;Óleo Diesel;Candeias;BA;Montes Claros;MG;6.793;7.272.549
02/2023;FCA;Óleo Diesel;Embiruçu;MG;Desembargador Drumond;MG;1.920;341.059
02/2023;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;1.207;434.473
02/2023;FCA;Óleo Diesel;Replan;SP;Brasília;DF;8.314;8.749.368
02/2023;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;3.152;3.221.917
02/2023;FCA;Outros - adubos e Fertiliz - Perigoso;Estação TUF;SP;Valefertil;MG;7.745;5.382.766
02/2023;FCA;Prd. Siderúrgicos - Placa;Eldorado;MG;Intendente Câmara;MG;6.010;1.429.591
02/2023;FCA;Prd. Siderúrgicos - Tarugo;Divinopolis;MG;Tubarão;ES;12.958;10.542.912
02/2023;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;284.590;400.107.083
02/2023;FCA;Soja;Carreira Comprida;MG;Tubarão;ES;17.956;11.788.846
02/2023;FCA;Soja;Pirapora;MG;Tubarão;ES;45.559;48.001.732
02/2023;FCA;Soja;Terminal Integrador Uberaba;MG;Conceiçãozinha;SP;97.978;80.396.664
02/2023;FCA;Soja;Terminal Integrador Uberaba;MG;Estação TUF;SP;286.201;235.427.659
02/2023;FCA;Soja;Terminal Integrador Uberaba;MG;Santos;SP;112.071;91.793.634
02/2023;FCA;Toras de Madeira;Prudente de Morais;MG;Aracruz;ES;68.436;47.555.355
02/2023;FCA;Ureia;Estação TUF;SP;Valefertil;MG;1.999;1.389.303
02/2023;FNSTN;Adubo Fert em Geral a Granel  - Perigoso;Ponta da Madeira;MA;Palmeirante;TO;2.274;2.204.350
02/2023;FNSTN;Álcool;Porto Nacional;TO;Itaqui Base Combustível;MA;1.193;1.485.881
02/2023;FNSTN;Celulose;Ponta da Madeira;MA;Suzano;MA;160;96.784
02/2023;FNSTN;Celulose;Suzano;MA;Pátio Esso;MA;96.682;59.514.925
02/2023;FNSTN;Cloreto de Potássio;Ponta da Madeira;MA;Palmeirante;TO;9.024;8.747.611
02/2023;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;7.361;9.168.125
02/2023;FNSTN;Grãos - Milho;Porto Nacional;TO;Ponta da Madeira Pêra do Píer;MA;11.230;14.077.610
02/2023;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;29.980;37.340.087
02/2023;FNSTN;Soja;Palmeirante;TO;Ponta da Madeira Pêra do Píer;MA;451.167;441.338.037
02/2023;FNSTN;Soja;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;106.703;77.649.793
02/2023;FNSTN;Soja;Porto Nacional;TO;Ponta da Madeira Pêra do Píer;MA;204.861;256.481.696
02/2023;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;30.297;1.674.242
02/2023;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;104.782;8.256.558
02/2023;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;1.976;134.820
02/2023;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;39.754;2.566.359
02/2023;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;29.465;3.141.027
02/2023;FTC;Contêiner Cheio de 40 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;12.362;1.317.813
02/2023;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;2.670;284.627
02/2023;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;661;70.463
02/2023;FTL;Álcool;Itaqui;MA;Itarare;PI;67;31.031
02/2023;FTL;Areia;Aracapé;CE;Crateus;CE;60;26.289
02/2023;FTL;Areia;Aracapé;CE;Teresina;PI;160;116.880
02/2023;FTL;Areia;Oficina Demostenes Rockert;CE;Teresina;PI;1;731
02/2023;FTL;Areia;São Luis - Tirirical;MA;Teresina;PI;46;20.976
02/2023;FTL;Celulose;Pátio Esso;MA;Itaqui;MA;126.800;253.600
02/2023;FTL;Cimento acondicionado;Fábrica Votorantim Pecém;CE;Mucuripe;CE;5.440;372.819
02/2023;FTL;Cimento acondicionado;Pecem;CE;São Luis - Tirirical;MA;2.937;3.421.261
02/2023;FTL;Cimento acondicionado;Pecem;CE;Teresina;PI;1.112;788.277
02/2023;FTL;Cimento acondicionado;Poty;CE;Mucuripe;CE;1.328;337.827
02/2023;FTL;Cimento acondicionado;Poty;CE;Teresina;PI;11.160;5.602.364
02/2023;FTL;Clínquer;Poty;CE;Fábrica Votorantim Pecém;CE;5.287;1.059.001
02/2023;FTL;Clínquer;Poty;CE;Pátio ABL;MA;7.376;7.065.131
02/2023;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;Aracapé;CE;95;5.473
02/2023;FTL;Contêiner Cheio de 40 Pés;Pecem;CE;Aracapé;CE;135;7.778
02/2023;FTL;Coque;Mucuripe;CE;Poty;CE;1.195;303.993
02/2023;FTL;Demais Produtos;Aracapé;CE;Água Branca;PI;20;10.665
02/2023;FTL;Demais Produtos;Aracapé;CE;Altos;PI;23;15.904
02/2023;FTL;Demais Produtos;Aracapé;CE;Cariré;CE;40;10.534
02/2023;FTL;Demais Produtos;Aracapé;CE;Castelo;PI;20;11.397
02/2023;FTL;Demais Produtos;Aracapé;CE;Caxias Nova;MA;5;4.046
02/2023;FTL;Demais Produtos;Aracapé;CE;Itapipoca Novo;CE;20;2.759
02/2023;FTL;Demais Produtos;Aracapé;CE;Miraíma;CE;20;3.620
02/2023;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Babaçu;MA;9.064;2.430.393
02/2023;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Ipueiras;CE;80;62.594
02/2023;FTL;Demais Produtos;Caxias Nova;MA;Babaçu;MA;269;12.710
02/2023;FTL;Demais Produtos;Caxias Nova;MA;Carga Ferro Gusa e Cruz;MA;7;2.227
02/2023;FTL;Demais Produtos;Crateus;CE;Aracapé;CE;2;876
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Água Branca;PI;23;15.024
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Aracapé;CE;1;1.183
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Babaçu;MA;89;29.370
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Caxias Nova;MA;23;8.610
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Codó;MA;23;6.610
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Coroatá;MA;20;4.733
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Itapecuru Mirim;MA;17;2.165
02/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Pirapemas Novo;MA;1;185
02/2023;FTL;Demais Produtos;Sobral;CE;Aracapé;CE;1;230
02/2023;FTL;Demais Produtos;Sobral;CE;Oficina Demostenes Rockert;CE;5;1.155
02/2023;FTL;Demais Produtos;Teresina;PI;Aracapé;CE;2;1.461
02/2023;FTL;Dormentes de Madeira;Aracapé;CE;Caxias Nova;MA;23;18.612
02/2023;FTL;Dormentes de Madeira;Aracapé;CE;Cristino Cruz;MA;23;17.896
02/2023;FTL;Dormentes de Madeira;Aracapé;CE;Croatá;CE;40;2.763
02/2023;FTL;Dormentes de Madeira;Aracapé;CE;Ibiapaba;CE;20;9.503
02/2023;FTL;Dormentes de Madeira;Aracapé;CE;Sombra;PI;23;14.588
02/2023;FTL;Dormentes de Madeira;Babaçu;MA;Castelo;PI;16;4.585
02/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Cristino Cruz;MA;1;408
02/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Ibiapaba;CE;23;16.360
02/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Reriutaba;CE;23;20.615
02/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Sombra;PI;23;12.701
02/2023;FTL;Gasolina;Itaqui;MA;Itarare;PI;14.381;6.660.556
02/2023;FTL;Gasolina;Itaqui;MA;Teresina;PI;3.852;1.767.279
02/2023;FTL;Óleo Diesel;Itaqui;MA;Itarare;PI;19.005;8.802.161
02/2023;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;3.719;1.708.096
02/2023;FTL;Pallets de Madeira;Teresina;PI;Pecem;CE;28;19.848
02/2023;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;149;105.623
02/2023;MRS;Açúcar;Itirapina;SP;Santos;SP;79.707;31.311.140
02/2023;MRS;Açúcar;Pradopolis;SP;Santos;SP;107.826;58.170.480
02/2023;MRS;Areia;Cruzeiro;SP;Mooca;SP;18.282;4.282.302
02/2023;MRS;Areia;Cruzeiro;SP;Santo André;SP;2.293;569.762
02/2023;MRS;Areia;Roseira;SP;Água Branca;SP;14.438;2.664.561
02/2023;MRS;Areia;Roseira;SP;Mooca;SP;5.673;1.010.871
02/2023;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;47.350;32.144.636
02/2023;MRS;Calcário Siderúrgico;Itutinga;MG;Volta Redonda;RJ;4.377;905.067
02/2023;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;63.309;7.533.517
02/2023;MRS;Carvão Mineral;Porto Sudeste;RJ;Ouro Branco;MG;26.149;12.352.264
02/2023;MRS;Celulose;Pederneiras;SP;Santos;SP;153.180;79.816.889
02/2023;MRS;Celulose;São Silvestre;SP;Barnabé;SP;72.056;7.274.773
02/2023;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;38.997;25.820.537
02/2023;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;34.649;22.578.154
02/2023;MRS;Cimento acondicionado;Arará;RJ;São José dos Campos;SP;4.324;1.645.947
02/2023;MRS;Cimento acondicionado;Arará;RJ;Volta Redonda;RJ;98;14.176
02/2023;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;12.610;6.690.084
02/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;19.259;2.786.064
02/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;1.794;645.978
02/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Eng. São Paulo;SP;359;121.395
02/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Mogi das Cruzes;SP;649;215.789
02/2023;MRS;Cimento acondicionado;Wilson Lobato;MG;Capuava;SP;1.053;906.836
02/2023;MRS;Cimento acondicionado;Wilson Lobato;MG;Eng. São Paulo;SP;1.403;1.177.488
02/2023;MRS;Cimento acondicionado;Wilson Lobato;MG;Santo André;SP;1.190;1.019.952
02/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Eldorado;MG;2.839;1.824.371
